contigName	contigLen	totalAvgDepth	final.contigs.fa.gz.SUBERR793599_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793599_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793600_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793600_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793601_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793601_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793603_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793603_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793604_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793604_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793605_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793605_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793606_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793606_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793607_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793607_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793608_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793608_1.fq.gz.bam-var
k127_4235	500	1.58	0	0	1.58	0.244298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_862	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k127_2574	587	1.10755	0	0	0	0	0.983982	0.0157978	0	0	0	0	0	0	0.12357	0.232399	0	0	0	0
k127_5966	446	4.91892	0	0	0	0	1.15878	0.134024	2.55068	0.600811	0	0	0.75	0.188136	0	0	0.459459	0.249198	0	0
k127_863	308	2.88608	0	0	0	0	0	0	0	0	0	0	1.87342	0.111263	1.01266	0.0125776	0	0	0	0
k127_4236	327	1.68927	0.271186	0.198768	0	0	0	0	0	0	0	0	0	0	1.41808	0.244671	0	0	0	0
k127_5967	324	1.36782	0	0	0	0	0	0	0	0	0	0	1.36782	0.233871	0	0	0	0	0	0
k127_2575	484	1.34132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34132	0.225496	0	0
k127_864	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2576	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_7748	862	2.20646	0	0	0.337079	0.22377	0	0	0	0	0.825843	1.51675	0.317416	0.216968	0	0	0.303371	0.211636	0.422753	0.244378
k127_2577	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5968	526	2.93351	0	0	0	0	0	0	0.542553	0.248852	0	0	0.712766	0.205277	0.534574	0.249468	1.14362	0.880657	0	0
k127_865	430	1.43929	0	0	0	0	1.43929	0.247196	0	0	0	0	0	0	0	0	0	0	0	0
k127_7749	234	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
k127_2578	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4237	886	3.0462	0	0	0	0	0.206522	0.164093	0	0	0	0	0	0	0.84375	1.22045	0.61413	0.852262	1.38179	0.380566
k127_7750	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5969	494	1.99419	0.656977	0.226015	0	0	0	0	0	0	0	0	0	0	0	0	1.33721	0.865551	0	0
k127_866	493	1.29446	0	0	0	0	1.29446	0.208362	0	0	0	0	0	0	0	0	0	0	0	0
k127_9461	1580	4.83636	0.683916	0.541029	0.774126	0.393313	0.51049	0.250064	0.230769	0.40858	0	0	1.5042	2.54688	0.374825	0.317075	0.758042	1.04288	0	0
k127_4238	411	1.33333	0	0	0	0	0	0	0	0	0	0	0	0	1.33333	0.223077	0	0	0	0
k127_5970	529	0.672823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.672823	0.220714
k127_9462	416	1.58271	0	0	1.0188	0.682664	0	0	0	0	0	0	0	0	0.56391	0.246843	0	0	0	0
k127_7751	683	5.29644	0.776735	0.301565	1.53471	0.993627	0.9606	0.537922	0.0131332	0.0129851	0.705441	0.914954	0.420263	0.2441	0	0	0.5197	0.250081	0.365854	0.232442
k127_4239	639	1.51943	0	0	0	0	0	0	0	0	0.229039	0.176942	0	0	0	0	0.464213	0.249229	0.826176	0.455378
k127_7752	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9463	400	3.072	0	0	1.428	0.71166	0	0	0	0	0	0	0	0	1.644	0.463116	0	0	0	0
k127_867	801	5.79877	0.245776	0.185652	1.9063	0.601981	0.691244	0.521447	0.308756	0.213754	0.820276	0.649187	0.367128	0.232702	0.596006	0.687307	0.863287	0.118204	0	0
k127_5971	633	1.34369	0	0	0	0	0	0	0.987578	0.468723	0	0	0	0	0	0	0.356108	0.229773	0	0
k127_4240	377	1.74009	0	0	0	0	0	0	0	0	0	0	0.709251	0.207125	1.03084	0.37515	0	0	0	0
k127_9464	252	5.9902	0	0	1	0	1	0	0.990196	0.00980394	0	0	0	0	1	0	0	0	2	0
k127_2579	1423	2.22388	0	0	0.998429	0.272008	0	0	0.236449	0.180683	0	0	0.282797	0.20298	0.706206	0.529961	0	0	0	0
k127_868	469	1.63009	0.617555	0.545099	0	0	0	0	1.01254	0.458964	0	0	0	0	0	0	0	0	0	0
k127_4241	388	1.26471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26471	0.195457	0	0
k127_2580	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_5972	451	2.79734	0	0	0	0	0	0	1.73422	0.195792	1.06312	0.999335	0	0	0	0	0	0	0	0
k127_9466	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_7754	600	1.66222	0.348889	0.227671	0	0	0	0	0	0	0	0	0	0	0.991111	0.939786	0	0	0.322222	0.218882
k127_4242	301	2.92715	0	0	0	0	0	0	1.21192	0.168124	0	0	0	0	0	0	1.71523	0.205033	0	0
k127_869	335	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_7755	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2581	428	1.36691	0	0	0	0	0	0	0.81295	0.152612	0	0	0	0	0	0	0	0	0.553957	0.247981
k127_5973	507	0.512605	0	0	0	0	0	0	0	0	0	0	0.512605	0.250543	0	0	0	0	0	0
k127_870	373	1.93722	0.659193	0.22567	0	0	0	0	0	0	0.502242	0.251122	0	0	0	0	0	0	0.775785	0.174727
k127_4243	445	1.38983	0	0	0	0	0	0	0	0	1.38983	0.238672	0	0	0	0	0	0	0	0
k127_5974	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_9467	687	1.79516	0	0	0	0	0.888268	0.442715	0	0	0	0	0	0	0	0	0.90689	0.0845977	0	0
k127_7757	412	1.48473	0	0	1.48473	0.250724	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2583	426	2.47826	1.2029	0.962322	0.478261	0.250435	0	0	0	0	0	0	0.797101	0.162319	0	0	0	0	0	0
k127_5975	320	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k127_871	500	0.654286	0	0	0	0	0	0	0.654286	0.226844	0	0	0	0	0	0	0	0	0	0
k127_4245	440	1.24828	0	0	0	0	0	0	0	0	0	0	1.24828	0.187281	0	0	0	0	0	0
k127_9468	308	4.29114	0	0	0	0	0	0	1.94304	0.0540595	0	0	0	0	1.67089	0.222205	0.677215	0.219987	0	0
k127_7759	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2584	357	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5976	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4246	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_872	451	1.67774	0	0	0	0	0	0	1.22591	0.175459	0.451827	0.248505	0	0	0	0	0	0	0	0
k127_5977	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9469	451	1.96346	0	0	0.830565	0.301197	0	0	0	0	0	0	1.13289	0.615616	0	0	0	0	0	0
k127_7760	473	1.40248	0	0	0	0	0	0	0	0	0	0	1.40248	0.433782	0	0	0	0	0	0
k127_4247	606	1.85088	0	0	1.85088	0.127163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2585	709	1.46869	0	0	0.355993	0.229673	0	0	0.223614	0.173922	0	0	0	0	0	0	0.404293	0.241272	0.484794	0.250216
k127_9470	464	1.48089	0	0	0.55414	0.247858	0	0	0	0	0	0	0	0	0	0	0	0	0.926752	0.58567
k127_7761	430	1.68571	0	0	0.935714	0.060369	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.94086
k127_5978	581	1.84919	0	0	0	0	0	0	0.770302	0.17735	0	0	0	0	1.07889	0.844926	0	0	0	0
k127_873	729	1.72366	0	0	0	0	0.694301	0.90812	0.791019	0.591197	0	0	0.238342	0.181851	0	0	0	0	0	0
k127_874	301	1.45695	0	0	0	0	0	0	0	0	1.45695	0.249801	0	0	0	0	0	0	0	0
k127_7762	509	1.09749	1.09749	0.0882336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5979	466	1.45886	0	0	0	0	0	0	1.45886	0.249096	0	0	0	0	0	0	0	0	0	0
k127_4248	727	1.66898	0.868284	0.215259	0	0	0	0	0	0	0	0	0.800693	0.309166	0	0	0	0	0	0
k127_875	376	2.74779	1.73894	0.193766	1	0	0	0	0	0	0	0	0	0	0.00884956	0.00881023	0	0	0	0
k127_7763	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_876	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k127_7764	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2586	1045	3.14413	0	0	1.09721	1.72096	0.540782	0.75419	0.224581	0.174335	0.246927	0.186163	0.210056	0.16612	0	0	0.824581	1.01058	0	0
k127_4249	546	3.26768	0	0	0	0	0	0	3.26768	0.844625	0	0	0	0	0	0	0	0	0	0
k127_5980	586	2.11009	0.538991	0.249052	0	0	0	0	0.518349	0.250237	0	0	0	0	0	0	1.05275	0.394911	0	0
k127_9471	1101	1.80336	0	0	0.497371	0.448147	0	0	0.774974	0.59142	0	0	0	0	0.53102	0.598773	0	0	0	0
k127_7765	322	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2587	424	1.53285	0	0	0	0	0	0	0	0	0	0	1.53285	0.249832	0	0	0	0	0	0
k127_4250	517	1.16621	0	0	0	0	0.711172	0.397223	0.455041	0.248656	0	0	0	0	0	0	0	0	0	0
k127_9473	305	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_5982	453	1.25743	0	0	0	0	0	0	0	0	0	0	1.25743	0.191791	0	0	0	0	0	0
k127_2588	473	1.19505	0	0	0	0	0	0	1.19505	0.157491	0	0	0	0	0	0	0	0	0	0
k127_5983	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4251	360	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_877	947	3.06399	0	0	0.657466	0.883777	0.696361	0.621258	0	0	0	0	0	0	0.420326	0.24396	0.70389	0.859455	0.585947	0.242916
k127_7767	585	1.75862	0	0	0.103448	0.0929592	0.51954	0.250194	1.13563	0.527643	0	0	0	0	0	0	0	0	0	0
k127_2589	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5984	301	2.40397	1.40397	0.842384	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9474	511	2.36842	0	0	1.3241	0.74745	0	0	0	0	0	0	0	0	0	0	1.04432	0.936919	0	0
k127_7768	376	1.72124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72124	0.201948	0	0
k127_2590	394	2.81967	0	0	0	0	1.89344	0.16144	0	0	0	0	0	0	0.92623	0.0686096	0	0	0	0
k127_5985	402	2.0119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15476	0.338504	0.857143	0.983495
k127_878	631	1.25364	0	0	0	0	0	0	0	0	0	0	0	0	0.972973	0.243017	0	0	0.280665	0.202313
k127_5986	319	2.19527	0	0	0	0	0	0	0	0	1.47337	0.250775	0	0	0.721893	0.201958	0	0	0	0
k127_7769	390	1.48333	1.48333	0.250768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9475	721	1.52364	0	0	0	0	0	0	0.691769	0.725877	0.831874	0.452386	0	0	0	0	0	0	0	0
k127_2591	519	2.87805	0	0	1.2168	0.262653	0	0	0	0	1.43631	0.811835	0	0	0	0	0	0	0.224932	0.174812
k127_4252	1042	1.92713	0.473094	0.570541	0.146861	0.125433	0.632287	0.23276	0	0	0	0	0	0	0.674888	0.71348	0	0	0	0
k127_879	346	2.35204	1.71939	0.202904	0	0	0	0	0	0	0	0	0	0	0.632653	0.233595	0	0	0	0
k127_2592	315	1.92121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92121	0.0730229	0	0
k127_7770	415	0.70566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70566	0.20849
k127_4253	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5989	301	1.60927	0	0	0	0	0	0	0	0	1.60927	0.239647	0	0	0	0	0	0	0	0
k127_7771	204	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_2593	351	0.970149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970149	0.0291045
k127_5990	319	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9477	605	1.31648	0	0	0	0	0	0	0.945055	0.162172	0	0	0	0	0	0	0	0	0.371429	0.233986
k127_4254	473	1.91641	0	0	1.13313	0.115763	0	0	0	0	0	0	0	0	0.783282	0.170279	0	0	0	0
k127_7772	437	3.19512	0	0	0	0	0	0	2.09408	1.01559	0	0	0	0	0	0	0	0	1.10105	0.0911527
k127_880	594	1.8018	0	0	1.8018	0.335346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2594	405	0.941176	0	0	0	0	0.941176	1.00047	0	0	0	0	0	0	0	0	0	0	0	0
k127_5991	432	2.11702	0	0	0	0	0	0	1.62057	0.243419	0.496454	0.250877	0	0	0	0	0	0	0	0
k127_4255	301	1.27815	0	0	1	0	0.278146	0.202119	0	0	0	0	0	0	0	0	0	0	0	0
k127_9478	700	2.69091	0	0	1.30182	0.429687	0	0	1.02364	0.861004	0	0	0	0	0	0	0.365455	0.232321	0	0
k127_7773	561	1.09002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09002	0.218706	0	0
k127_881	604	2.67621	0	0	0.337004	0.223925	0	0	0	0	0	0	1.32159	1.6447	0	0	1.01762	0.295495	0	0
k127_2595	671	2.12476	0	0	0	0	0.798464	0.857382	0	0	0.412668	0.242838	0	0	0	0	0	0	0.913628	0.425219
k127_9479	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4256	561	3.84915	0	0	0	0	0	0	0.581509	0.590291	0	0	0.907543	0.606067	1.11922	0.105264	0	0	1.24088	1.62721
k127_5992	704	1.72022	0	0	0	0	0	0	0.83935	0.485898	0.407942	0.241962	0.064982	0.0608692	0	0	0	0	0.407942	0.241964
k127_2596	413	1.74905	0	0	0	0	1.74905	0.188692	0	0	0	0	0	0	0	0	0	0	0	0
k127_882	466	1.15506	0	0	0	0	0	0	1.15506	0.131434	0	0	0	0	0	0	0	0	0	0
k127_4257	421	2.02952	0	0	0.789668	0.166708	0	0	0	0	0	0	0	0	0	0	0	0	1.23985	0.182998
k127_5993	392	0.661157	0	0	0	0	0	0	0	0	0	0	0.661157	0.224958	0	0	0	0	0	0
k127_9480	467	1.29653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29653	0.209259
k127_2597	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_7774	718	5.0581	0.644366	0.875065	1.93838	1.90977	1.25176	0.629626	0	0	0	0	0.693662	0.537384	0.52993	0.249542	0	0	0	0
k127_883	364	0.88785	0	0	0	0	0	0	0	0	0.88785	0.100039	0	0	0	0	0	0	0	0
k127_9481	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_5994	400	1.608	0	0	0	0	0	0	0	0	1.608	0.239293	0	0	0	0	0	0	0	0
k127_2598	354	5.29902	1	0	0	0	0.602941	0.240584	0	0	1.45098	0.800541	0.323529	0.219936	0	0	1.36275	0.636243	0.558824	0.247755
k127_884	371	1.23982	0	0	0	0	0	0	0	0	0	0	1.23982	0.183135	0	0	0	0	0	0
k127_5995	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_9482	370	2.32727	0.690909	0.21453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63636	0.232461
k127_4258	515	1.46301	0	0	0	0	0	0	0	0	0.613699	0.237723	0.334247	0.223135	0	0	0	0	0.515068	0.25046
k127_7777	390	1.5	0	0	0.566667	0.246583	0.933333	0.0624823	0	0	0	0	0	0	0	0	0	0	0	0
k127_2599	495	1.07536	0	0	0.42029	0.244354	0	0	0	0	0	0	0	0	0.655072	0.226609	0	0	0	0
k127_9483	288	2.9058	0	0	0	0	0.905797	0.0859513	1	0	1	0	0	0	0	0	0	0	0	0
k127_4259	387	1.173	0	0	1.173	0.974178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2600	352	1.9604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9604	0.0382246
k127_7779	400	0.8	0	0	0.168	0.140338	0	0	0	0	0.632	0.23351	0	0	0	0	0	0	0	0
k127_9484	425	1.96727	0	0	0	0	0	0	1.4	0.598541	0	0	0.567273	0.24637	0	0	0	0	0	0
k127_886	623	1.75899	0	0	0.79704	0.162109	0	0	0	0	0	0	0.961945	0.54516	0	0	0	0	0	0
k127_4260	428	1.29856	0	0	0	0	0	0	0	0	0	0	0.611511	0.238424	0.68705	0.215789	0	0	0	0
k127_5996	784	2.24606	0.861199	0.413565	0.454259	0.248299	0	0	0	0	0	0	0	0	0.664038	0.830079	0.266562	0.195816	0	0
k127_7780	349	1.88442	0	0	0	0	0	0	0	0	0	0	0	0	1.88442	0.102736	0	0	0	0
k127_9485	379	5.52402	0	0	0.956332	0.0419448	1.869	0.114342	0.449782	0.248564	0	0	1.66376	0.224163	0.585153	0.243813	0	0	0	0
k127_4261	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_887	346	2.11225	0	0	0	0	0	0	0	0	0	0	1.13265	0.320774	0	0	0	0	0.979592	0.0200942
k127_2601	420	0.862963	0	0	0.862963	0.118698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_7781	301	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k127_4262	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9486	392	2.34298	0	0	0	0	0.690083	0.214757	0	0	0.652893	0.227564	0	0	1	0	0	0	0	0
k127_888	358	2.25481	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.25481	0.190798
k127_7782	308	1.93038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93038	0.0651858
k127_5998	580	1.49535	0.2	0.160374	0	0	0.439535	0.246918	0	0	0	0	0.855814	0.981496	0	0	0	0	0	0
k127_4263	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2602	531	1.26509	0	0	0	0	0.666667	0.370175	0	0	0	0	0	0	0.598425	0.256734	0	0	0	0
k127_9487	410	0.869231	0	0	0	0	0	0	0.869231	0.114108	0	0	0	0	0	0	0	0	0	0
k127_889	424	1.51095	0	0	1.51095	0.250795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_7783	430	0.621429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621429	0.236098
k127_2603	306	1.96795	0	0	1.96795	0.031224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4264	502	1.07386	0	0	1.07386	0.0686024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9488	374	1.20982	0	0	1.20982	0.16654	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_890	414	2.23106	0	0	0	0	0	0	0	0	0	0	0	0	0.859848	0.120967	0	0	1.37121	0.234301
k127_7785	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6000	644	2.44737	0	0	1.03239	0.648036	0.603239	0.239826	0.811741	0.725139	0	0	0	0	0	0	0	0	0	0
k127_2604	443	1.16382	0	0	1.16382	0.137453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9489	390	0.941667	0	0	0	0	0.941667	0.0551603	0	0	0	0	0	0	0	0	0	0	0	0
k127_6001	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2605	390	1.725	0	0	0	0	0	0	0	0	0	0	1.725	0.20021	0	0	0	0	0	0
k127_9490	383	1.84979	0	0	0	0	1.84979	0.1282	0	0	0	0	0	0	0	0	0	0	0	0
k127_7786	465	0.622222	0	0	0	0	0	0	0	0	0	0	0.622222	0.23581	0	0	0	0	0	0
k127_4265	865	1.97762	0	0	0.784615	0.452143	0	0	0.542657	0.248528	0	0	0	0	0	0	0.65035	0.821553	0	0
k127_891	777	1.44817	0	0	0	0	0	0	0.885167	0.715229	0	0	0.562998	0.246425	0	0	0	0	0	0
k127_7787	356	2.76214	1.76214	0.182169	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_9492	391	1.60996	0	0	0.937759	0.05861	0	0	0	0	0	0	0	0	0	0	0	0	0.672199	0.896266
k127_2606	698	1.5365	0	0	0.374088	0.234574	0	0	0	0	0	0	0.850365	0.127478	0.312044	0.215066	0	0	0	0
k127_6002	832	1.25806	0	0	0	0	0.239003	0.182148	0	0	0	0	0.124633	0.10926	0.708211	0.303868	0.186217	0.151762	0	0
k127_893	407	1.32296	0	0	0	0	1.32296	0.21951	0	0	0	0	0	0	0	0	0	0	0	0
k127_9493	475	1.77538	0	0	0.569231	0.245964	0	0	0	0	1.20615	0.676502	0	0	0	0	0	0	0	0
k127_2607	314	2.93902	0	0	1.08537	0.998803	0	0	0	0	0	0	0	0	0	0	1.85366	0.272931	0	0
k127_6003	304	1.27273	0	0	0	0	0	0	0	0	0.272727	0.199643	0	0	0	0	0	0	1	0
k127_7788	618	1.42949	0.40812	0.242077	1.02137	0.256502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2608	244	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4267	792	1.87695	0	0	0.752336	0.776323	0	0	0	0	0	0	0	0	1.12461	0.589752	0	0	0	0
k127_894	448	0.758389	0	0	0	0	0.758389	0.183852	0	0	0	0	0	0	0	0	0	0	0	0
k127_9494	378	1.53947	0	0	0	0	1.53947	0.249537	0	0	0	0	0	0	0	0	0	0	0	0
k127_7789	389	1.70711	0	0	1	0	0	0	0	0	0	0	0	0	0.707113	0.207974	0	0	0	0
k127_895	301	1.98013	0	0	0	0	0	0	0	0	0	0	1.98013	0.0196026	0	0	0	0	0	0
k127_2609	327	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4268	310	0.925	0	0	0	0	0	0	0	0	0.925	0.0698113	0	0	0	0	0	0	0	0
k127_9495	358	2.88942	0	0	0	0	0	0	0	0	1.44712	0.248398	0	0	0	0	1.44231	0.247863	0	0
k127_2610	462	1.1859	0	0	0.724359	0.200305	0	0	0.461538	0.24932	0	0	0	0	0	0	0	0	0	0
k127_4269	478	1.08232	0	0	0	0	1.08232	0.0757722	0	0	0	0	0	0	0	0	0	0	0	0
k127_7790	633	0.457557	0	0	0	0	0	0	0.457557	0.248713	0	0	0	0	0	0	0	0	0	0
k127_4270	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_897	597	2.81879	0	0	1.92394	0.926933	0.098434	0.0889437	0	0	0.796421	0.678194	0	0	0	0	0	0	0	0
k127_9496	669	1.19653	0	0	0.88632	0.239948	0	0	0.310212	0.214392	0	0	0	0	0	0	0	0	0	0
k127_7791	326	3.67045	0	0	1.73864	0.194156	0	0	0	0	1.93182	0.132467	0	0	0	0	0	0	0	0
k127_4271	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6004	1325	2.39489	0	0	0.661277	0.505276	0	0	0	0	0	0	0.405106	0.311054	0.396596	0.525712	0.675745	1.1222	0.25617	0.190711
k127_7792	272	5.52459	0	0	0	0	0	0	1.68852	0.216231	3.83607	0.303482	0	0	0	0	0	0	0	0
k127_2611	785	3.12441	0	0	0.982677	2.75524	0	0	0	0	0.182677	0.149542	0.374803	0.234694	0	0	0.817323	0.868783	0.766929	0.431396
k127_9497	368	2.88991	0	0	2.3945	0.29527	0	0	0.495413	0.251131	0	0	0	0	0	0	0	0	0	0
k127_898	559	2.39609	0	0	0	0	0.853301	0.944111	0	0	0	0	0	0	0	0	0.442543	0.247304	1.10024	0.992378
k127_7793	393	1.58025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58025	0.244567
k127_2612	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_6006	429	2.2724	0	0	1.49104	0.250819	0.318996	0.218018	0	0	0	0	0	0	0.462366	0.249478	0	0	0	0
k127_7794	310	1.06875	1.06875	0.0644261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9499	482	1.21084	0.53012	0.249845	0	0	0	0	0.680723	0.217996	0	0	0	0	0	0	0	0	0	0
k127_900	433	3.16961	0.583039	0.243967	0	0	1.59364	0.327195	0	0	0	0	0	0	0	0	0	0	0.992933	0.00704208
k127_2613	499	1.38395	0	0	0	0	0.524355	0.250123	0	0	0	0	0.318052	0.217518	0	0	0	0	0.541547	0.248987
k127_6007	389	1.36402	0.585774	0.243663	0	0	0	0	0	0	0	0	0	0	0.778243	0.173305	0	0	0	0
k127_7795	395	1.8449	0	0	0	0	0	0	0.228571	0.406558	0	0	0	0	1.61633	0.237438	0	0	0	0
k127_2614	325	2.30286	0	0	0.64	0.691494	0.24	0.183448	0	0	0	0	0	0	0	0	0	0	1.42286	0.245451
k127_7796	301	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9501	357	1.82126	0	0	0	0	0	0	0	0	0	0	0	0	0.821256	0.147508	1	0	0	0
k127_7797	305	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_6009	493	0.501458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501458	0.250728
k127_9502	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_901	601	1.78492	0	0	0	0	1.78492	0.435861	0	0	0	0	0	0	0	0	0	0	0	0
k127_2615	402	3.59127	0	0	1.35714	0.875926	0	0	0	0	0	0	0.77381	0.175726	0.765873	0.180026	0	0	0.694444	0.213037
k127_902	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9503	384	2.21795	0	0	0	0	0	0	1.50855	0.251	0.709402	0.207035	0	0	0	0	0	0	0	0
k127_7798	456	1.19608	1.19608	0.859788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2616	290	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
