"eggnog","SUBERR793599","SUBERR793600","SUBERR793601","SUBERR793603","SUBERR793604","SUBERR793605","SUBERR793606","SUBERR793607","SUBERR793608"
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410Y8WP Transcription factor;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YA51 Transcription factor;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YBIV GAGA-binding transcriptional activator;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410ZHWU Transcriptional regulator;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG41105ZK LysR family (Transcriptional regulator;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4110BBF transcriptional regulator, lysr family;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4110GJF Transcriptional regulator;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111K5S RNA polymerase sigma-24 subunit, ECF subfamily;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111STD GntR family transcriptional regulator;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0084 tatd family;",NA,NA,1,1,NA,NA,1,1,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0116 Specifically methylates the guanine in position 2445 (m2G2445) and the guanine in position 2069 (m7G2069) of 23S rRNA (By similarity);",NA,NA,1,NA,1,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0266 Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates (By similarity);",NA,NA,1,1,NA,NA,NA,2,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0497 May be involved in recombinational repair of damaged DNA (By similarity);",NA,NA,1,NA,2,NA,3,1,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0550 Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity);",NA,NA,1,NA,NA,2,1,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0556 damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage (By similarity);",NA,NA,1,NA,NA,1,2,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0758 DNA protecting protein DprA;",NA,NA,1,NA,1,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0776 This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control (By similarity);",NA,NA,1,NA,2,NA,2,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG0847 DNA polymerase iii;",NA,NA,1,2,NA,NA,2,1,1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1273 Could be involved in DNA repair (By similarity);",NA,NA,1,NA,NA,1,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1793 DNA ligase;",NA,NA,1,2,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1796 DNA polymerase;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1961 Resolvase;",NA,NA,1,1,4,1,5,3,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2003 DNA repair protein (RadC;",NA,NA,1,NA,NA,NA,2,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2255 The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing (By similarity);",NA,NA,1,NA,4,NA,1,2,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2256 Recombination factor protein RarA;",NA,NA,1,5,2,1,1,NA,1
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2816 NADH pyrophosphatase;",NA,NA,1,NA,NA,NA,2,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG3285 DNA ligase;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG3464 transposase;",NA,NA,1,NA,NA,NA,1,1,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG3547 Transposase;",NA,NA,3,1,1,1,2,1,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG4335 DNA alkylation repair;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG4584 Transposase;",NA,NA,1,NA,1,NA,2,1,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG4646 helicase;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG0022 Dehydrogenase, E1 component;",NA,NA,1,NA,1,NA,2,1,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG0155 Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L- cysteine from sulfate (By similarity);",NA,NA,1,1,NA,1,NA,NA,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG0247 domain protein;",NA,NA,1,NA,1,1,2,1,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG0348 4Fe-4S Ferredoxin iron-sulfur binding domain protein;",NA,NA,1,1,NA,2,NA,NA,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG0578 glycerol-3-phosphate dehydrogenase;",NA,NA,1,NA,1,NA,3,1,2
"eggNOG;metabolism;[C] Energy production and conversion;COG0579 malate dehydrogenase (quinone);",NA,NA,1,NA,NA,NA,2,NA,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG0843 Cytochrome C oxidase subunit I;",NA,NA,2,6,2,2,1,3,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG1032 radical SAM domain protein;",NA,NA,1,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG1038 Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second (By similarity);",NA,NA,2,1,1,NA,NA,NA,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG1042 CoA-binding domain protein;",NA,NA,1,NA,2,NA,NA,1,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG1064 alcohol dehydrogenase;",NA,NA,1,NA,1,NA,NA,NA,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG1319 Dehydrogenase;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG1390 Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity);",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG2010 cytochrome c;",NA,NA,2,1,NA,2,NA,2,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG2352 phosphoenolpyruvate carboxylase activity;",NA,NA,1,2,NA,2,NA,NA,1
"eggNOG;metabolism;[C] Energy production and conversion;COG3278 cytochrome C oxidase, cbb3-type, subunit i;",NA,NA,1,NA,1,NA,1,4,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG3488 Thiol oxidoreductase;",NA,NA,1,NA,NA,NA,NA,1,NA
"eggNOG;metabolism;[C] Energy production and conversion;COG5016 Oxaloacetate decarboxylase;",NA,NA,1,NA,NA,NA,NA,NA,1
"eggNOG;metabolism;[C] Energy production and conversion;ENOG410XPTP Dehydrogenase;",NA,NA,1,1,NA,NA,NA,2,NA
"eggNOG;metabolism;[C] Energy production and conversion;ENOG410ZXEX cytochrome C, class I;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[C] Energy production and conversion;ENOG4111IDB cytochrome;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0002 N-acetylglutamate semialdehyde dehydrogenase;",NA,NA,1,NA,NA,1,1,1,1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0031 cysteine biosynthetic process from serine;",NA,NA,1,1,NA,1,1,2,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0069 glutamate synthase;",NA,NA,1,NA,1,1,3,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0078 ornithine carbamoyltransferase;",NA,NA,1,NA,NA,1,NA,3,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0128 5-enolpyruvylshikimate-3-phosphate synthase;",NA,NA,2,NA,NA,NA,NA,NA,2
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0136 Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate (By similarity);",NA,NA,2,NA,NA,1,1,1,4
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0161 Catalyzes the transfer of the alpha-amino group from S- adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only animotransferase known to utilize SAM as an amino donor (By similarity);",NA,NA,4,1,NA,NA,1,1,1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0169 shikimate dehydrogenase;",NA,NA,1,NA,NA,1,2,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0252 L-asparaginase;",NA,NA,1,1,NA,NA,NA,1,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0337 3-dehydroquinate synthase;",NA,NA,2,2,NA,NA,NA,NA,1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0404 The glycine cleavage system catalyzes the degradation of glycine (By similarity);",NA,NA,1,1,NA,NA,3,2,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0411 (ABC) transporter;",NA,NA,1,1,1,2,1,1,1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0440 Acetolactate synthase small subunit;",NA,NA,1,NA,NA,NA,3,1,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0493 metal cluster binding;",NA,NA,3,2,NA,5,NA,1,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0527 Aspartokinase;",NA,NA,1,2,2,NA,1,NA,1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0547 Anthranilate phosphoribosyltransferase;",NA,NA,1,NA,NA,1,1,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0703 Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate (By similarity);",NA,NA,1,NA,2,NA,NA,1,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG0834 (ABC) transporter;",NA,NA,1,1,NA,2,1,1,1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1003 The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor;",NA,NA,2,1,2,NA,3,NA,1
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1166 Catalyzes the biosynthesis of agmatine from arginine (By similarity);",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1174 (ABC) transporter;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1473 amidohydrolase;",NA,NA,2,NA,NA,3,1,2,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG1794 aspartate racemase;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2113 Glycine betaine;",NA,NA,1,NA,NA,1,NA,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2195 Cleaves the N-terminal amino acid of tripeptides (By similarity);",NA,NA,1,NA,NA,2,NA,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2902 Dehydrogenase;",NA,NA,2,NA,1,NA,NA,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG2986 histidine ammonia-lyase;",NA,NA,2,NA,NA,NA,2,3,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG3200 phospho-2-dehydro-3-deoxyheptonate aldolase;",NA,NA,1,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG3931 N-formylglutamate amidohydrolase;",NA,NA,1,1,NA,NA,NA,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;COG4674 abc transporter atp-binding protein;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[E] Amino acid transport and metabolism;ENOG410XQMM Sarcosine oxidase (Beta subunit);",NA,NA,1,2,NA,1,NA,NA,NA
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG0035 Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate (By similarity);",NA,NA,1,2,NA,NA,1,NA,NA
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG0151 Phosphoribosylglycinamide synthetase;",NA,NA,1,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG0208 Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity);",NA,NA,1,NA,NA,NA,4,1,NA
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG0518 Catalyzes the synthesis of GMP from XMP (By similarity);",NA,NA,1,NA,4,NA,NA,NA,1
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG1428 Deoxynucleoside kinase;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[F] Nucleotide transport and metabolism;COG1435 THymidine Kinase;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0021 Transketolase;",NA,NA,2,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0058 Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties (By similarity);",NA,NA,1,NA,NA,NA,2,1,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0148 Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity);",NA,NA,1,NA,NA,2,1,2,1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0166 glucose-6-phosphate isomerase activity;",NA,NA,1,1,NA,1,4,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0279 D-glycero-D-manno-heptose 7-phosphate metabolic process;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0366 alpha amylase, catalytic;",NA,NA,2,4,1,1,2,2,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0448 Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans (By similarity);",NA,NA,2,NA,1,NA,3,1,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0469 Pyruvate kinase;",NA,NA,2,NA,NA,NA,1,4,1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0588 Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity);",NA,NA,1,NA,1,NA,1,1,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG0676 Aldose 1epimerase;",NA,NA,1,NA,NA,1,NA,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1472 hydrolase family 3;",NA,NA,1,1,4,1,4,3,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1523 Glycogen debranching enzyme;",NA,NA,1,NA,NA,2,2,NA,2
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1874 beta-galactosidase;",NA,NA,1,NA,1,NA,NA,2,5
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG1929 Glycerate kinase;",NA,NA,1,NA,NA,NA,NA,1,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2133 Dehydrogenase;",NA,NA,1,NA,NA,NA,NA,4,1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2152 Glycosidase;",NA,NA,1,NA,NA,2,1,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2301 citrate lyase;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2379 hydroxypyruvate reductase;",NA,NA,1,NA,1,1,1,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG2814 Major Facilitator;",NA,NA,1,1,NA,NA,2,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3387 glycoside hydrolase 15-related;",NA,NA,1,2,NA,NA,NA,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3525 ec 3.2.1.52;",NA,NA,1,NA,1,NA,1,5,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3839 (ABC) transporter;",NA,NA,2,2,NA,NA,2,2,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG3979 chitinase;",NA,NA,1,NA,1,NA,NA,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG4833 hydrolase (Family 76;",NA,NA,1,NA,NA,NA,1,1,1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG5026 hexokinase;",NA,NA,1,NA,NA,NA,NA,NA,1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;COG5371 Ectonucleoside triphosphate diphosphohydrolase;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XPF1 alpha-galactosidase;",NA,NA,1,NA,1,1,NA,NA,1
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XQE0 Major Facilitator superfamily;",NA,NA,1,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG410XQPT Major Facilitator superfamily;",NA,NA,2,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[G] Carbohydrate transport and metabolism;ENOG4111TX8 extracellular solute-binding protein, family 1;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0113 delta-aminolevulinic acid dehydratase;",NA,NA,1,1,NA,NA,1,2,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0156 8-Amino-7-oxononanoate synthase;",NA,NA,1,NA,NA,NA,2,2,1
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0189 Responsible for the addition of glutamate residues to the C-terminus of ribosomal protein S6 (By similarity);",NA,NA,1,NA,1,NA,NA,1,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0192 Catalyzes the formation of S-adenosylmethionine from methionine and ATP;",NA,NA,1,1,1,1,1,NA,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0379 Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate (By similarity);",NA,NA,1,1,NA,1,NA,2,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0452 Phosphopantothenoylcysteine decarboxylase;",NA,NA,1,3,1,NA,NA,3,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0499 May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine (By similarity);",NA,NA,2,NA,NA,2,NA,NA,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0635 Coproporphyrinogen III oxidase;",NA,NA,1,2,1,NA,1,NA,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG1767 triphosphoribosyl-dephospho-CoA synthase;",NA,NA,1,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG1995 Catalyzes the NAD(P)-dependent oxidation of 4- (phosphohydroxy)-L-threonine (HTP) into 2-amino-3-oxo-4- (phosphohydroxy)butyric acid which spontaneously decarboxylates to form 3-amino-2-oxopropyl phosphate (AHAP) (By similarity);",NA,NA,1,NA,NA,1,1,1,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG2138 cobalamin (vitamin b12) biosynthesis cbix protein;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG3201 Nicotinamide Mononucleotide Transporter;",NA,NA,1,NA,NA,NA,NA,2,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;ENOG410ZYIE thiamine biosynthesis protein ThiS;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0416 Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl- acyl-carrier-protein (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA (By similarity);",NA,NA,1,1,1,NA,3,2,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0511 Acetyl-CoA carboxylase, biotin carboxyl carrier protein;",NA,NA,1,1,NA,2,NA,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0558 cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0623 Enoyl- acyl-carrier-protein reductase NADH;",NA,NA,1,NA,1,NA,NA,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0657 alpha beta hydrolase fold-3 domain protein;",NA,NA,2,3,1,NA,1,2,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG1182 Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity (By similarity);",NA,NA,1,NA,NA,NA,1,1,1
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG2067 lipid transport;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG2272 Carboxylesterase;",NA,NA,1,NA,1,NA,NA,1,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XRQX acyl-CoA dehydrogenase;",NA,NA,1,NA,NA,NA,3,1,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XWBW chlorophyllase (EC 3.1.1.14);",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410YBBE glycerol-3-phosphate acyltransferase;",NA,NA,1,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG41101ES emopamil binding protein (sterol isomerase);",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0387 Calcium Proton;",NA,NA,2,1,NA,2,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0475 Sodium hydrogen exchanger;",NA,NA,1,NA,1,2,NA,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0530 exchanger;",NA,NA,2,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0753 Catalase;",NA,NA,1,NA,2,2,1,NA,2
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0861 membrane protein terC;",NA,NA,2,1,3,1,NA,1,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1173 Binding-protein-dependent transport systems inner membrane component;",NA,NA,1,2,2,NA,2,3,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1176 transporter activity;",NA,NA,2,NA,NA,1,1,3,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1177 Binding-protein-dependent transport systems inner membrane component;",NA,NA,1,NA,NA,NA,NA,2,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1218 3'(2'),5'bisphosphate nucleotidase;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1230 cation diffusion facilitator family transporter;",NA,NA,2,NA,3,1,1,1,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2060 One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions (By similarity);",NA,NA,1,1,NA,1,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2239 magnesium ion transmembrane transporter activity;",NA,NA,3,1,1,1,NA,3,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2824 Alkylphosphonate utilization operon protein PhnA;",NA,NA,1,1,NA,1,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2967 ApaG protein;",NA,NA,1,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG3131 glucan biosynthesis protein;",NA,NA,1,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG3696 Heavy metal efflux pump, CzcA;",NA,NA,5,5,2,3,7,4,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG4536 flavin adenine dinucleotide binding;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG4558 periplasmic binding protein;",NA,NA,1,NA,NA,NA,NA,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG4559 Part of the ABC transporter complex HmuTUV involved in hemin import. Responsible for energy coupling to the transport system (By similarity);",NA,NA,1,NA,NA,NA,NA,NA,NA
