"INTERPRO2GO","SUBERR793601"
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR029751 Ribosomal protein L25;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005874 microtubule;IPR000217 Tubulin;IPR002452 Alpha tubulin;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005874 microtubule;IPR000217 Tubulin;IPR002453 Beta tubulin;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0005874 microtubule;IPR000217 Tubulin;IPR002454 Gamma tubulin;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0009288 bacterial-type flagellum;IPR000563 Flagellar assembly protein FliH;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0009288 bacterial-type flagellum;IPR001624 Flagellar hook-basal body complex protein FliE;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0009579 thylakoid;IPR001280 Photosystem I PsaA/PsaB;IPR006243 Photosystem I PsaA;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0009579 thylakoid;IPR001280 Photosystem I PsaA/PsaB;IPR006244 Photosystem I PsaB;",4
"InterPro2GO;GO:0005575 cellular_component;GO:0009579 thylakoid;IPR033344 Protein CURVATURE THYLAKOID 1;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0005886 plasma membrane;IPR003784 BioY protein;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0005886 plasma membrane;IPR003811 Glycerol-3-phosphate acyltransferase, PlsY;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0005886 plasma membrane;IPR011726 K+ transporting P-type ATPase, F subunit;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0019867 outer membrane;IPR000758 Virulence-related outer membrane protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0019867 outer membrane;IPR001702 Porin, Gram-negative type;IPR002299 Porin, Neisseria sp. type;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0019867 outer membrane;IPR004565 Outer membrane lipoprotein LolB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0019867 outer membrane;IPR007485 LPS-assembly lipoprotein LptE;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0019867 outer membrane;IPR018013 Nucleoside-specific channel-forming protein, Tsx-like;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0019867 outer membrane;IPR039001 Peptidoglycan-associated lipoprotein;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000109 Proton-dependent oligopeptide transporter family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000223 Peptidase S26A, signal peptidase I;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000292 Formate/nitrite transporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000333 Ser/Thr protein kinase, TGFB receptor;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000374 Phosphatidate cytidylyltransferase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000425 Major intrinsic protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000462 CDP-alcohol phosphatidyltransferase;IPR004533 CDP-diacylglycerol--serine O-phosphatidyltransferase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000522 ABC transporter, permease protein, BtuC-like;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000549 Photosystem I PsaG/PsaK protein;IPR016370 Photosystem I PsaG/PsaK, plant;IPR017494 Photosystem I PsaG, plant;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000680 Borrelia lipoprotein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000925 Major surface glycoprotein G;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000932 Photosystem antenna protein-like;IPR005869 Photosystem II CP43 reaction centre protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000932 Photosystem antenna protein-like;IPR017486 Photosystem II CP47 reaction centre protein;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001036 Acriflavin resistance protein;",412
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001036 Acriflavin resistance protein;IPR004763 Cation efflux system CzcA/CusA/SilA/NccA/HelA/CnrA;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001036 Acriflavin resistance protein;IPR004764 Hydrophobe/amphiphile efflux-1 HAE1;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001036 Acriflavin resistance protein;IPR023931 Multidrug resistance protein MdtC;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001123 Amino acid exporter protein, LeuE-type;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001171 Ergosterol biosynthesis ERG4/ERG24;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001248 Purine-cytosine permease;IPR026030 Purine-cytosine permease Fcy2/21/22;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001248 Purine-cytosine permease;IPR030191 Cytosine permease;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001694 NADH:ubiquinone oxidoreductase, subunit 1/F420H2 oxidoreductase subunit H;",5
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001702 Porin, Gram-negative type;IPR002299 Porin, Neisseria sp. type;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001734 Sodium/solute symporter;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001807 Chloride channel, voltage gated;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001851 ABC transporter, permease;",11
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001872 Peptidase A8, signal peptidase II;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001898 Solute carrier family 13;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001901 Protein translocase complex, SecE/Sec61-gamma subunit;IPR005807 SecE subunit of protein translocation complex, bacterial-like;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001902 SLC26A/SulP transporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001905 Ammonium transporter;",5
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001972 Stomatin family;IPR010200 HflC;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002089 Influenza virus matrix protein 2;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002208 SecY/SEC61-alpha family;IPR026593 Protein translocase subunit SecY;",4
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002229 Blood group Rhesus C/E/D polypeptide;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002293 Amino acid/polyamine transporter I;",7
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002523 Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB;IPR004488 Magnesium/cobalt transport protein CorA;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002523 Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB;IPR039204 Magnesium transporter MRS2-like;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002528 Multi antimicrobial extrusion protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002659 Glycosyl transferase, family 31;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002685 Glycosyl transferase, family 15;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002797 Polysaccharide biosynthesis protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002994 Surfeit locus 1/Shy1;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003020 Bicarbonate transporter, eukaryotic;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003317 Cytochrome ubiquinol oxidase subunit 2;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003406 Glycosyl transferase, family 14;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003416 MgtC/SapB/SrpB/YhiD family;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003474 Gluconate transporter;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003557 Cytochrome c-type biogenesis protein CcmC;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003567 Cytochrome c-type biogenesis protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003667 NqrDE/RnfAE;IPR011292 Na(+)-translocating NADH-quinone reductase subunit D;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003674 Oligosaccharyl transferase, STT3 subunit;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003684 Porin, alpha proteobacteria type;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003688 Type IV secretion system protein TraG/VirD4;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003689 Zinc/iron permease;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003715 Polysaccharide export protein;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003855 Potassium transporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003855 Potassium transporter;IPR023051 Potassium uptake protein, low affinity, Kup;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR004090 Chemotaxis methyl-accepting receptor;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR004923 Iron permease FTR1/Fip1/EfeU;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005027 Glycosyl transferase, family 43;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005150 Cellulose synthase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005578 Yif1 family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005667 Sulphate ABC transporter permease protein 2;IPR011865 Sulphate ABC transporter, permease protein CysT;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005670 Phosphate transport system permease protein 1;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005892 Glycine betaine transport ATP-binding subunit;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005936 Peptidase, FtsH;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006135 Type III secretion system substrate exporter;IPR006136 Flagellar biosynthetic protein FlhB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006143 RND efflux pump, membrane fusion protein;",5
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006333 Cytochrome o ubiquinol oxidase subunit II;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006669 Magnesium transporter MgtE;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006685 Mechanosensitive ion channel MscS;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR010067 Aliphatic sulfonates-binding protein;",8
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR010208 Ion-translocating oxidoreductase complex, subunit RnfC/RsxC;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR013233 Glycosylphosphatidylinositol-mannosyltransferase I, PIG-X/PBN1;IPR042322 Protein Pbn1;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR014164 TonB-system energizer ExbB type-1;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR015861 ABC transporter, ribose import, RbsA;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR015863 ABC transporter, hemin import, HmuV;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR017790 Penicillin-binding protein 2;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR017917 ABC transporter, arabinose import, ATP-binding protein, AraG;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR018513 Cellulose synthase BcsB, bacterial;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR024791 Cytochrome c oxidase subunit III;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR030287 Fe(3+) ions import ATP-binding protein FbpC;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000136 Oleosin;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000175 Sodium:neurotransmitter symporter;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000276 G protein-coupled receptor, rhodopsin-like;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000276 G protein-coupled receptor, rhodopsin-like;IPR000355 Chemokine receptor family;IPR001277 CXC chemokine receptor 4/atypical chemokine receptor 2;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000276 G protein-coupled receptor, rhodopsin-like;IPR000611 Neuropeptide Y receptor family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000276 G protein-coupled receptor, rhodopsin-like;IPR001760 Opsin;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000276 G protein-coupled receptor, rhodopsin-like;IPR001760 Opsin;IPR000378 Opsin red/green sensitive;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000390 Small multidrug resistance protein family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000412 ABC-2 transporter;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000516 Nickel-dependent hydrogenase b-type cytochrome subunit;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000537 UbiA prenyltransferase family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000537 UbiA prenyltransferase family;IPR039653 Prenyltransferase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000612 Proteolipid membrane potential modulator;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000715 Glycosyl transferase, family 4;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000715 Glycosyl transferase, family 4;IPR003524 Phospho-N-acetylmuramoyl-pentapeptide transferase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000883 Cytochrome c oxidase subunit I;",115
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000883 Cytochrome c oxidase subunit I;IPR004677 Cytochrome c oxidase cbb3-type, subunit I;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000883 Cytochrome c oxidase subunit I;IPR014241 Cytochrome c oxidase, subunit I bacterial type;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001182 Probable peptidoglycan glycosyltransferase FtsW/RodA;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001182 Probable peptidoglycan glycosyltransferase FtsW/RodA;IPR011923 Probable peptidoglycan glycosyltransferase RodA/MrdB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001182 Probable peptidoglycan glycosyltransferase FtsW/RodA;IPR013437 Probable peptidoglycan glycosyltransferase FtsW;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001280 Photosystem I PsaA/PsaB;IPR006243 Photosystem I PsaA;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001280 Photosystem I PsaA/PsaB;IPR006244 Photosystem I PsaB;",4
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001388 Synaptobrevin;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001708 Membrane  insertase YidC/ALB3/OXA1/COX18;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR006408 P-type ATPase, subfamily IIB;",5
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR006415 P-type ATPase, subfamily IIIB;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR006534 P-type ATPase, subfamily IIIA;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR027256 P-type ATPase, subfamily IB;",8
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR002076 ELO family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR002325 Cytochrome f;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR002524 Cation efflux protein;",5
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR002781 Transmembrane protein TauE-like;",5
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004240 Nonaspanin (TM9SF);",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004254 AdipoR/Haemolysin-III-related;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004282 Chloroplast envelope membrane protein, CemA;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004326 Mlo-related protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004634 Peptidase S49, protease IV;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004667 ADP/ATP carrier protein;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004681 TRAP transporter large membrane protein DctM;",8
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004685 Branched-chain amino acid transport system II carrier protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004696 Triose phosphate/phosphoenolpyruvate translocator;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004713 Calcium/proton exchanger;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004761 Spore germination GerAB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004776 Membrane transport protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004796 Phosphotransferase system, cellobiose-type IIC component;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004797 Competence protein ComEC/Rec2;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004932 Retrieval of early ER protein Rer1;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004960 Bacterial lipid A biosynthesis acyltransferase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR005318 Outer membrane porin, bacterial;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR005495 Permease LptG/LptF-related;IPR030923 LPS export ABC transporter permease LptG;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR005496 Integral membrane protein TerC;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR005769 ABC transporter, permease PhnE/PtxC;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR005828 Major facilitator,  sugar transporter-like;",8
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR006201 Neurotransmitter-gated ion-channel;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR006918 COBRA, plant;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR007227 Cell shape-determining protein MreD;IPR026034 Cell shape-determining protein MreD, proteobacterial type;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR007269 Isoprenylcysteine carboxyl methyltransferase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR007288 Influenzavirus B, glycoprotein NB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR007341 Transglycosylase-associated protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR007568 RTA-like protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR008523 Protein of unknown function DUF805;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR008602 Duffy-antigen binding;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR008630 Glycosyltransferase 34;",8
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR008892 Cold-regulated 413 protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR008896 Protein TIC214;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR009248 SbmA/BacA-like;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR009567 Store-operated calcium entry-associated regulatory factor;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR009637 Lung seven transmembrane receptor-like;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR010129 Type I secretion membrane fusion protein, HlyD family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR011701 Major facilitator superfamily;",24
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR011701 Major facilitator superfamily;IPR022324 Bacilysin exporter BacE, putative;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR011701 Major facilitator superfamily;IPR026355 Oxalate/formate antiporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR011812 Biosynthetic peptidoglycan transglycosylase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR011925 Lipoprotein-releasing system transmembrane protein LolC/E;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR014163 Tol-Pal system, TolQ;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR018422 Cation/H+ exchanger, CPA1 family;",5
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR022837 Protein-methionine-sulfoxide reductase subunit MsrQ;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR030165 sn-Glycerol-3-phosphate transport system permease protein UgpE;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR030184 WAT1-related protein;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR030205 Glutamate/aspartate transport system permease protein GltK/AatM;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR039672 Lactose permease-like;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0042597 periplasmic space;IPR001011 Acid phosphatase, class A, bacterial;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0042597 periplasmic space;IPR014167 Tol-Pal system protein TolB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0042597 periplasmic space;IPR017839 DMSO reductase family, type II, iron-sulphur subunit;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0042597 periplasmic space;IPR023034 Peptidyl-prolyl isomerase SurA;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;GO:0043190 ATP-binding cassette (ABC) transporter complex;IPR000412 ABC-2 transporter;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;GO:0043190 ATP-binding cassette (ABC) transporter complex;IPR005893 Spermidine/putrescine ABC transporter, ATP-binding subunit;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;GO:0043190 ATP-binding cassette (ABC) transporter complex;IPR030165 sn-Glycerol-3-phosphate transport system permease protein UgpE;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;GO:0043190 ATP-binding cassette (ABC) transporter complex;IPR030205 Glutamate/aspartate transport system permease protein GltK/AatM;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;GO:0043190 ATP-binding cassette (ABC) transporter complex;IPR030802 ABC transporter permease MalE;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;IPR000131 ATP synthase, F1 complex, gamma subunit;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;IPR000245 V-ATPase proteolipid subunit;IPR011555 V-ATPase proteolipid subunit C, eukaryotic;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;IPR000549 Photosystem I PsaG/PsaK protein;IPR016370 Photosystem I PsaG/PsaK, plant;IPR017494 Photosystem I PsaG, plant;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;IPR000568 ATP synthase, F0 complex, subunit A;",14
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;IPR000932 Photosystem antenna protein-like;IPR005869 Photosystem II CP43 reaction centre protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;IPR000932 Photosystem antenna protein-like;IPR017486 Photosystem II CP47 reaction centre protein;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;IPR001280 Photosystem I PsaA/PsaB;IPR006243 Photosystem I PsaA;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;IPR001280 Photosystem I PsaA/PsaB;IPR006244 Photosystem I PsaB;",4
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;IPR001421 ATP synthase protein 8, metazoa;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0098796 membrane protein complex;IPR001469 ATP synthase, F1 complex, delta/epsilon subunit;",1
