"INTERPRO2GO","SUBERR793600"
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR007239 Autophagy-related protein 5;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR007440 Chorismate--pyruvate lyase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR007785 Anamorsin;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR008162 Inorganic pyrophosphatase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR010394 5-nucleotidase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR010963 Poly(R)-hydroxyalkanoic acid synthase, class I;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR011356 Peptidase M17, leucine aminopeptidase/peptidase B;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR011356 Peptidase M17, leucine aminopeptidase/peptidase B;IPR023042 Peptidase M17, leucine aminopeptidase;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR019382 Translation initiation factor 3 complex subunit L;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR020921 Erythronate-4-phosphate dehydrogenase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR024931 Importin subunit alpha;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR027524 Eukaryotic translation initiation factor 3 subunit H;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005737 cytoplasm;IPR027528 Eukaryotic translation initiation factor 3 subunit M;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005839 proteasome core complex;IPR001353 Proteasome, subunit alpha/beta;IPR023332 Proteasome alpha-type subunit;IPR035144 Proteasome subunit alpha 1;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005839 proteasome core complex;IPR001353 Proteasome, subunit alpha/beta;IPR023333 Proteasome B-type subunit;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR000077 Ribosomal protein L39e;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR000110 Ribosomal protein S1;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR000218 Ribosomal protein L14P;IPR005745 Ribosomal protein L14P, bacterial-type;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR000307 Ribosomal protein S16;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR000554 Ribosomal protein S7e;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR000589 Ribosomal protein S15;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR000592 Ribosomal protein S27e;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR000630 Ribosomal protein S8;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR000702 Ribosomal protein L6;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR000754 Ribosomal protein S9;IPR023035 Ribosomal protein S9, bacterial/plastid;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR000911 Ribosomal protein L11/L12;IPR006519 Ribosomal protein L11, bacterial-type;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR001197 Ribosomal protein L10e;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR001209 Ribosomal protein S14;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR001209 Ribosomal protein S14;IPR023036 Ribosomal protein S14, bacterial/plastid;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR001209 Ribosomal protein S14;IPR023053 Ribosomal protein S14, type Z;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR001648 Ribosomal protein S18;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR001684 Ribosomal protein L27;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR001857 Ribosomal protein L19;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR001865 Ribosomal protein S2;IPR005706 Ribosomal protein S2, bacteria/mitochondria/plastid;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR001892 Ribosomal protein S13;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR001911 Ribosomal protein S21;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR001971 Ribosomal protein S11;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR002132 Ribosomal protein L5;IPR020930 Ribosomal protein L5, bacterial-type;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR002171 Ribosomal protein L2;IPR005880 Ribosomal protein L2, bacterial/organellar-type;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR002222 Ribosomal protein S19/S15;IPR005732 Ribosomal protein S19, bacterial-type;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR002583 Ribosomal protein S20;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR006032 Ribosomal protein S12/S23;",4
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR011961 16S rRNA processing protein RimM;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005840 ribosome;IPR028909 Ribosomal protein L21-like;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005874 microtubule;IPR000217 Tubulin;IPR002452 Alpha tubulin;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0005874 microtubule;IPR000217 Tubulin;IPR002453 Beta tubulin;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0009579 thylakoid;IPR001280 Photosystem I PsaA/PsaB;IPR006244 Photosystem I PsaB;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0009579 thylakoid;IPR003359 Photosystem I Ycf4, assembly;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0005886 plasma membrane;IPR006036 Potassium uptake protein TrkA;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0005886 plasma membrane;IPR017875 Aliphatic sulfonates import ATP-binding protein SsuB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0005886 plasma membrane;IPR018764 Anti-sigma K factor RskA;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0005886 plasma membrane;IPR020884 Glutathione-regulated potassium-efflux system protein KefB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0019867 outer membrane;IPR000758 Virulence-related outer membrane protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0019867 outer membrane;IPR001702 Porin, Gram-negative type;IPR002299 Porin, Neisseria sp. type;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0019867 outer membrane;IPR005683 Mitochondrial import receptor subunit Tom22;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;GO:0019867 outer membrane;IPR007939 Copper resistance B precursor;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000015 Outer membrane usher protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000109 Proton-dependent oligopeptide transporter family;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000292 Formate/nitrite transporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000374 Phosphatidate cytidylyltransferase;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000425 Major intrinsic protein;IPR034294 Aquaporin transporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000462 CDP-alcohol phosphatidyltransferase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000462 CDP-alcohol phosphatidyltransferase;IPR004533 CDP-diacylglycerol--serine O-phosphatidyltransferase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000462 CDP-alcohol phosphatidyltransferase;IPR014472 Choline/ethanolamine phosphotransferase;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000576 LacY/RafB permease family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000829 DAGK family;IPR033718 Diacylglycerol kinase, prokaryotic;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000932 Photosystem antenna protein-like;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR000932 Photosystem antenna protein-like;IPR017486 Photosystem II CP47 reaction centre protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001036 Acriflavin resistance protein;",8
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001036 Acriflavin resistance protein;IPR004763 Cation efflux system CzcA/CusA/SilA/NccA/HelA/CnrA;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001036 Acriflavin resistance protein;IPR004764 Hydrophobe/amphiphile efflux-1 HAE1;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001046 NRAMP family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001056 Photosystem II reaction centre protein H;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001123 Amino acid exporter protein, LeuE-type;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001171 Ergosterol biosynthesis ERG4/ERG24;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001204 Phosphate transporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001248 Purine-cytosine permease;IPR026030 Purine-cytosine permease Fcy2/21/22;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001382 Glycoside hydrolase family 47;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001425 Archaeal/bacterial/fungal rhodopsins;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001694 NADH:ubiquinone oxidoreductase, subunit 1/F420H2 oxidoreductase subunit H;",16
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001702 Porin, Gram-negative type;IPR002299 Porin, Neisseria sp. type;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001712 Type III secretion system FHIPEP;IPR006301 Flagellar biosynthesis protein FlhA;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001734 Sodium/solute symporter;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001807 Chloride channel, voltage gated;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001807 Chloride channel, voltage gated;IPR002251 Chloride channel ClC-plant;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001851 ABC transporter, permease;",16
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001851 ABC transporter, permease;IPR017778 ABC transporter, urea, permease protein, UrtC;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001860 Glycoside hydrolase, family 34;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001898 Solute carrier family 13;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001902 SLC26A/SulP transporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001905 Ammonium transporter;",8
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR001972 Stomatin family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002000 Lysosome-associated membrane glycoprotein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002089 Influenza virus matrix protein 2;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002208 SecY/SEC61-alpha family;IPR026593 Protein translocase subunit SecY;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002229 Blood group Rhesus C/E/D polypeptide;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002293 Amino acid/polyamine transporter I;",6
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002523 Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002528 Multi antimicrobial extrusion protein;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002659 Glycosyl transferase, family 31;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002685 Glycosyl transferase, family 15;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR002797 Polysaccharide biosynthesis protein;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003020 Bicarbonate transporter, eukaryotic;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003280 Two pore domain potassium channel;IPR031144 Two pore domain potassium channel, plant;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003317 Cytochrome ubiquinol oxidase subunit 2;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003440 Glycosyl transferase, family 48;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003474 Gluconate transporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003544 Cytochrome c-type biogenesis protein CcmB;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003567 Cytochrome c-type biogenesis protein;IPR003569 Probable cytochrome c biosynthesis protein, plants;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003674 Oligosaccharyl transferase, STT3 subunit;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003675 CAAX prenyl protease 2;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003675 CAAX prenyl protease 2;IPR039731 CAAX prenyl protease 2, eukaryotes;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003688 Type IV secretion system protein TraG/VirD4;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003689 Zinc/iron permease;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003715 Polysaccharide export protein;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003824 Undecaprenyl-diphosphatase UppP;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003855 Potassium transporter;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003921 Cellulose synthase, subunit C;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR003938 Potassium channel, voltage-dependent, EAG/ELK/ERG;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR004090 Chemotaxis methyl-accepting receptor;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR004131 Pyrophosphate-energised proton pump;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR004338 Ion-translocating oxidoreductase NqrB/RnfD;IPR011303 Ion-translocating oxidoreductase complex Rnf, subunit D;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR004856 Glycosyl transferase, ALG6/ALG8;IPR039488 Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005027 Glycosyl transferase, family 43;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005045 CDC50/LEM3 family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005150 Cellulose synthase;",5
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005578 Yif1 family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR005936 Peptidase, FtsH;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006043 Xanthine/uracil/vitamin C permease;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006043 Xanthine/uracil/vitamin C permease;IPR006042 Xanthine/uracil permease;IPR029935 Uracil permease;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006143 RND efflux pump, membrane fusion protein;",4
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006333 Cytochrome o ubiquinol oxidase subunit II;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006669 Magnesium transporter MgtE;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006685 Mechanosensitive ion channel MscS;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR006685 Mechanosensitive ion channel MscS;IPR030192 Miniconductance mechanosensitive channel YbdG;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR007554 CDP-glycerol glycerophosphotransferase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR008337 Capsule biosynthesis protein CapB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR010067 Aliphatic sulfonates-binding protein;",9
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR012392 Very-long-chain 3-ketoacyl-CoA synthase;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR012693 ABC transporter, phosphonate import, PhnC;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR014164 TonB-system energizer ExbB type-1;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR016763 Vesicle-associated membrane-protein-associated protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR017079 Zeaxanthin epoxidase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR017790 Penicillin-binding protein 2;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR017879 ABC transporter, spermidine/putrescine import ATP-binding protein, PotA;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR024621 Inner membrane mitoribosome receptor Mba1, mitochondrial;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR024791 Cytochrome c oxidase subunit III;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR027111 Mitochondrial import inner membrane translocase subunit Tim50;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR033481 Cell fusion protein Dni1/Fig1;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0016020 membrane;IPR040340 Chloroplast enhancing stress tolerance protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0019898 extrinsic component of membrane;IPR008797 Oxygen-evolving enhancer protein 3;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000133 ER lumen protein retaining receptor;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000175 Sodium:neurotransmitter symporter;IPR002438 Neutral amino acid SLC6 transporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000276 G protein-coupled receptor, rhodopsin-like;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000276 G protein-coupled receptor, rhodopsin-like;IPR000725 Olfactory receptor;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000276 G protein-coupled receptor, rhodopsin-like;IPR001671 Melanocortin/ACTH receptor;IPR001908 Melanocortin receptor;",4
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000276 G protein-coupled receptor, rhodopsin-like;IPR001760 Opsin;",6
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000337 GPCR, family 3;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000412 ABC-2 transporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000516 Nickel-dependent hydrogenase b-type cytochrome subunit;",20
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000537 UbiA prenyltransferase family;IPR039653 Prenyltransferase;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000612 Proteolipid membrane potential modulator;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000715 Glycosyl transferase, family 4;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000791 Acetate transporter GPR1/FUN34/SatP family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000883 Cytochrome c oxidase subunit I;",170
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR000883 Cytochrome c oxidase subunit I;IPR014241 Cytochrome c oxidase, subunit I bacterial type;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001182 Probable peptidoglycan glycosyltransferase FtsW/RodA;IPR011923 Probable peptidoglycan glycosyltransferase RodA/MrdB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001280 Photosystem I PsaA/PsaB;IPR006244 Photosystem I PsaB;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001388 Synaptobrevin;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR006391 P-type ATPase, B chain, subfamily IA;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR006408 P-type ATPase, subfamily IIB;",5
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR006414 P-type ATPase, subfamily IID;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR006415 P-type ATPase, subfamily IIIB;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR006534 P-type ATPase, subfamily IIIA;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR006539 P-type ATPase, subfamily IV;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR006544 P-type ATPase, subfamily  V;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001757 P-type ATPase;IPR027256 P-type ATPase, subfamily IB;",5
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR001991 Sodium:dicarboxylate symporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR002033 Sec-independent periplasmic protein translocase TatC;",4
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR002325 Cytochrome f;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR002524 Cation efflux protein;",22
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR002758 Na+/H+ antiporter subunit E;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR002771 Multiple antibiotic resistance (MarC)-related;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR002781 Transmembrane protein TauE-like;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR003038 DAD/Ost2;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR003359 Photosystem I Ycf4, assembly;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR003392 Protein patched/dispatched;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR003675 CAAX prenyl protease 2;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR003675 CAAX prenyl protease 2;IPR039731 CAAX prenyl protease 2, eukaryotes;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR003780 COX15/CtaA family;IPR023755 Heme A synthase, type 1;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004240 Nonaspanin (TM9SF);",3
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004254 AdipoR/Haemolysin-III-related;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004282 Chloroplast envelope membrane protein, CemA;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004316 SWEET sugar transporter;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004513 Cell division protein FtsX;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004667 ADP/ATP carrier protein;",7
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004681 TRAP transporter large membrane protein DctM;",8
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004685 Branched-chain amino acid transport system II carrier protein;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004695 Voltage-dependent anion channel;IPR030185 Malic acid transport protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004711 Benzoate transporter;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004761 Spore germination GerAB;",3
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004776 Membrane transport protein;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004776 Membrane transport protein;IPR039305 Protein PIN-LIKES 2/6;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR004796 Phosphotransferase system, cellobiose-type IIC component;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR005318 Outer membrane porin, bacterial;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR005344 TMEM33/Pom33 family;",1
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR005495 Permease LptG/LptF-related;IPR030922 LPS export ABC transporter permease LptF;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR005496 Integral membrane protein TerC;",2
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR005828 Major facilitator,  sugar transporter-like;",12
"InterPro2GO;GO:0005575 cellular_component;GO:0031224 intrinsic component of membrane;IPR006008 Intracellular septation protein A;",1
